entry_id,n_seqs_min,n_seqs_mean,n_seqs_a,n_seqs_b,pak_mint,pak_mint_5,pak_boltz_msa,pak_boltz_msa_5,pak_boltz_nomsa,pak_boltz_nomsa_5,L_total,L_min,is_homo,log_depth_min,log_depth_norm,boltz_msa_gain,mint_auc,mint_pak,mint_pak2,mint_pak5,n_true_inter,boltz_msa_pak,boltz_nomsa_pak,msa_gain,L_a,L_max,L_asym,interface_density,log_density
21kl,1132,1133.0,1134,1132,0.0,0.0,0.6304348111152649,1.0,0.0,0.0,468,231,False,3.0538464268522527,1.8720404369061805,0.6304348111152649,0.0,0.0,0.0,0.0,46,0.6304348111152649,0.0,0.6304348111152649,237,237,0.02531645569620253,0.0008402286883299542,-3.075602494220674
28vj,2,3522.5,2,7043,0.0674157291650772,0.0588235296308994,0.123595505952835,0.3529411852359772,0.3033707737922668,0.5882353186607361,413,55,False,0.3010299956639812,-0.5691513490831407,-0.1797752678394317,0.0764407842888437,0.0561797752808988,0.0681818181818181,0.1176470588235294,89,0.123595505952835,0.3033707737922668,-0.1797752678394318,358,358,0.8463687150837989,0.00452006094464195,-2.3448557094932054
7pvh,2105,2157.5,2210,2105,0.0,0.0,0.7368420958518982,0.8181818127632141,0.0,0.0,378,186,False,3.323252100171687,2.188495628062729,0.7368420958518982,0.0015959519953491,0.0175438596491228,0.0,0.0,57,0.7368420958518982,0.0,0.7368420958518982,192,192,0.03125,0.0015961021505376345,-2.7969393172489747
7pwe,4252,4297.0,4252,4342,0.0252100862562656,0.0,0.6974790096282959,1.0,0.1176470592617988,0.3478260934352875,383,191,False,3.6285932558512592,2.488076572227395,0.579831950366497,0.0135833652450373,0.0252100840336134,0.0169491525423728,0.0,119,0.6974790096282959,0.1176470592617988,0.579831950366497,192,192,0.005208333333333333,0.003244982547993019,-2.4887876345587463
7px1,8,8.0,8,8,0.078947365283966,0.2000000178813934,0.078947365283966,0.2000000029802322,0.1184210553765297,0.1333333402872085,168,84,True,0.9030899869919436,-0.0590496560389972,-0.0394736900925636,0.1398766033672765,0.0657894736842105,0.131578947368421,0.2,76,0.078947365283966,0.1184210553765297,-0.0394736900925637,84,84,0.0,0.010770975056689343,-1.9677449798429718
7pza,12315,12367.0,12419,12315,0.7419354915618896,1.0,0.8951612710952759,1.0,0.0,0.0,451,225,False,4.090434416175122,2.9143431571194407,0.8951612710952759,0.941316931919058,0.7419354838709677,0.967741935483871,1.0,124,0.8951612710952759,0.0,0.8951612710952759,226,226,0.004424778761061947,0.0024385447394296954,-2.6128692720965283
7pzb,12315,12330.5,12346,12315,0.7704917788505554,1.0,0.868852436542511,1.0,0.0,0.0,453,226,False,4.090434416175122,2.913380196601421,0.868852436542511,0.9446072339314,0.7540983606557377,0.9672131147540984,1.0,122,0.868852436542511,0.0,0.868852436542511,227,227,0.004405286343612335,0.002378074928852676,-2.6237744656657753
7q94,7722,7763.0,7722,7804,0.0,0.0,0.5600000023841858,0.800000011920929,0.0,0.0,531,264,False,3.8877297972880314,2.6769278338531146,0.5600000023841858,0.4607979782201615,0.36,0.4166666666666667,0.6,25,0.5600000023841858,0.0,0.5600000023841858,267,267,0.011235955056179775,0.0003546702984905232,-3.4501751795623687
7qb9,264,264.0,264,264,0.0653594806790351,0.2333333492279052,0.8300653696060181,1.0,0.0653594806790351,0.0666666701436042,598,299,True,2.4216039268698317,1.1837683327076165,0.7647058889269829,0.2560465474057819,0.1241830065359477,0.1973684210526315,0.3,153,0.8300653696060181,0.0653594806790351,0.764705888926983,299,299,0.0,0.0017113902529054485,-2.7666509458312607
7qcn,8785,8785.0,8785,8785,0.0,0.0,0.2213114798069,0.0,0.2295081913471222,0.5,814,407,True,3.9437417658313136,2.638944561218704,-0.0081967115402221,0.0,0.0,0.0,0.0,122,0.2213114798069,0.2295081913471222,-0.008196711540222196,407,407,0.0,0.0007364970509933655,-3.132828987775692
7qej,435,438.5,442,435,0.0847457647323608,0.0,0.8389830589294434,1.0,0.0,0.0,407,203,False,2.638489256954637,1.484741237998031,0.8389830589294434,0.1444718832007312,0.0847457627118644,0.1694915254237288,0.217391304347826,118,0.8389830589294434,0.0,0.8389830589294434,204,204,0.004901960784313725,0.0028494156283202935,-2.5452441980329863
7qek,447,454.0,461,447,0.1071428656578064,0.0,0.8571428656578064,1.0,0.0089285718277096,0.0,406,202,False,2.6503075231319366,1.4976318384086245,0.8482142938300967,0.1071923079332552,0.0714285714285714,0.1428571428571428,0.1363636363636363,112,0.8571428656578064,0.0089285718277096,0.8482142938300968,204,204,0.00980392156862745,0.0027179188507086,-2.5657635142023407
7qeo,4779,4829.5,4880,4779,0.0172413792461156,0.0909090936183929,0.7413793206214905,0.9090909361839294,0.0172413792461156,0.0909090936183929,368,182,False,3.6793370305207937,2.5493013365282566,0.7241379413753748,0.0,0.0,0.0,0.0,58,0.7413793206214905,0.0172413792461156,0.7241379413753749,186,186,0.021505376344086023,0.0017133404230178424,-2.766156338640054
7qes,4659,4761.0,4659,4863,0.0158730167895555,0.0,0.0317460335791111,0.0,0.0,0.0,366,182,False,3.668292710448221,2.538257016455684,0.0317460335791111,0.0,0.0,0.0,0.0,63,0.0317460335791111,0.0,0.0317460335791111,184,184,0.010869565217391304,0.0018812709030100335,-2.7255486615410294
7qeu,4880,4904.5,4929,4880,0.0175438597798347,0.0,0.0175438597798347,0.0,0.0,0.0,359,173,False,3.6884198220027113,2.569396770438313,0.0175438597798347,0.0,0.0,0.0,0.0,57,0.0175438597798347,0.0,0.0175438597798347,186,186,0.06989247311827956,0.0017713966063770278,-2.7516841916742205
7qev,4874,4926.5,4979,4874,0.0416666679084301,0.0714285746216774,0.6666666865348816,1.0,0.0,0.0,383,190,False,3.6878855248487055,2.548508724372291,0.6666666865348816,0.0020613509130064,0.0138888888888888,0.0,0.0,72,0.6666666865348816,0.0,0.6666666865348816,193,193,0.015544041450777202,0.001963457867466594,-2.706978413529334
7qii,83,210.5,338,83,0.0240963846445083,0.0,0.6867470145225525,1.0,0.1445783078670501,0.1875,179,73,False,1.919078092376074,0.987416662315846,0.5421687066555023,0.021182717320134,0.036144578313253,0.048780487804878,0.0,83,0.6867470145225525,0.1445783078670501,0.5421687066555024,106,106,0.3113207547169811,0.01072628586197984,-1.9695506330091521
7qp9,2453,2453.0,2453,2453,0.0495867729187011,0.0833333358168602,0.9173553586006165,1.0,0.0247933883219957,0.0,654,327,True,3.3896975482063856,2.132423671876243,0.8925619702786207,0.1211831891062486,0.0991735537190082,0.1166666666666666,0.125,121,0.9173553586006165,0.0247933883219957,0.8925619702786207,327,327,0.0,0.001131591990947264,-2.946310135004122
7qpa,2453,2453.0,2453,2453,0.0603448264300823,0.1304347813129425,0.9396551847457886,1.0,0.0258620698004961,0.0,654,327,True,3.3896975482063856,2.132423671876243,0.9137931149452924,0.1230425771521097,0.1034482758620689,0.1206896551724138,0.1304347826086956,116,0.9396551847457886,0.0258620698004961,0.9137931149452925,327,327,0.0,0.001084831991321344,-2.964637516093654
7qpc,2453,2453.0,2453,2453,0.0603448264300823,0.1304347813129425,0.9137930870056152,1.0,0.0258620698004961,0.0,654,327,True,3.3896975482063856,2.132423671876243,0.8879310172051191,0.1286820487766749,0.1206896551724138,0.1206896551724138,0.1304347826086956,116,0.9137930870056152,0.0258620698004961,0.8879310172051191,327,327,0.0,0.001084831991321344,-2.964637516093654
7qrh,3317,3320.5,3324,3317,0.0,0.0,0.0,0.0,0.0196078438311815,0.1000000014901161,420,209,False,3.5207454715194824,2.3606723284639552,-0.0196078438311815,0.0,0.0,0.0,0.0,51,0.0,0.0196078438311815,-0.0196078438311815,211,211,0.009478672985781991,0.0011564888092700516,-2.93685856531081
7qsp,7151,7458.0,7151,7765,0.0,0.0,0.0,0.0,0.0,0.0,248,123,False,3.8543667780408697,2.8094142223211707,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,125,125,0.016,0.0008455284552845528,-3.072871772140618
7qui,4051,4086.0,4051,4121,0.0,0.0,0.0,0.0,0.0,0.0,266,131,False,3.607562243183588,2.548926595355706,0.0,0.0,0.0,0.0,0.0,24,0.0,0.0,0.0,135,135,0.02962962962962963,0.0013570822731128074,-2.867393822439164
7qvb,166,185.5,166,205,0.0129310339689254,0.0217391308397054,0.7844827771186829,1.0,0.0215517245233058,0.0,442,214,False,2.220108088040055,1.0549012013654595,0.762931052595377,0.0187112436848644,0.0258620689655172,0.0172413793103448,0.0217391304347826,232,0.7844827771186829,0.0215517245233058,0.7629310525953771,228,228,0.06140350877192982,0.004754877848827677,-2.322860635458745
7sfn,492,647.5,492,803,0.0,0.0,0.7833333611488342,1.0,0.0,0.0,301,148,False,2.691965102767361,1.6068342450698816,0.7833333611488342,0.0402438303406499,0.05,0.0666666666666666,0.0,60,0.7833333611488342,0.0,0.7833333611488342,153,153,0.032679738562091505,0.002649708532061473,-2.5768018958289125
7skp,4,4.0,4,4,0.1060606092214584,0.1538461595773697,0.9090909361839294,1.0,0.8939393758773804,1.0,146,70,False,0.6020599913279624,-0.320489028679166,0.015151560306549,0.1014208031153354,0.0757575757575757,0.1212121212121212,0.1538461538461538,66,0.9090909361839294,0.8939393758773804,0.015151560306549072,76,76,0.07894736842105263,0.012406015037593985,-1.9063676967531795
7sks,160,162.0,164,160,0.0,0.0,0.8872180581092834,1.0,0.0,0.0,553,271,False,2.204119982655925,0.987635337218722,0.8872180581092834,0.0,0.0,0.0,0.0,133,0.8872180581092834,0.0,0.8872180581092834,282,282,0.03900709219858156,0.0017403365523016932,-2.759366758226681
7skt,165,170.0,175,165,0.0,0.0,0.8581560254096985,1.0,0.0,0.0,559,276,False,2.2174839442139063,0.9970294031812974,0.8581560254096985,0.0,0.0,0.0,0.0,141,0.8581560254096985,0.0,0.8581560254096985,283,283,0.024734982332155476,0.0018051928099554462,-2.7434764049341283
7sku,153,155.0,153,157,0.0,0.0,0.2950191497802734,0.5769230723381042,0.0076628350652754,0.0,600,299,False,2.184691430817599,0.946855836655384,0.287356314714998,0.0,0.0,0.0,0.0,261,0.2950191497802734,0.0076628350652754,0.287356314714998,301,301,0.006644518272425249,0.002900032222580251,-2.537597176579992
7slp,8525,9087.0,9649,8525,0.0,0.0,0.7777777910232544,1.0,0.0,0.0,560,239,False,3.930694387664536,2.7414954371904665,0.7777777910232544,0.0,0.0,0.0,0.0,72,0.7777777910232544,0.0,0.7777777910232544,321,321,0.2554517133956386,0.0009384898134751496,-3.0275704369217413
7slq,8525,9176.5,9828,8525,0.0,0.0,0.8115941882133484,1.0,0.0,0.0,558,237,False,3.930694387664536,2.7433202146594837,0.8115941882133484,0.0,0.0,0.0,0.0,69,0.8115941882133484,0.0,0.8115941882133484,321,321,0.2616822429906542,0.0009069758271225206,-3.0424042876777206
7spn,12095,12159.5,12095,12224,0.0,0.0,0.9113923907279968,1.0,0.0,0.0,911,455,False,4.082605872697899,2.753600174369342,0.9113923907279968,0.0,0.0,0.0,0.0,79,0.9113923907279968,0.0,0.9113923907279968,456,456,0.0021929824561403508,0.00038075959128590706,-3.419349148031106
7sse,1788,1854.0,1920,1788,0.0,0.0,0.0,0.0,0.0,0.0,591,293,False,3.2523675144598987,2.018933704282844,0.0,0.0,0.0,0.0,0.0,54,0.0,0.0,0.0,298,298,0.016778523489932886,0.000618457521130632,-3.208690124607396
7sz2,2950,3068.0,2950,3186,0.0,0.0,0.0,0.0,0.0077519379556179,0.0,355,175,False,3.469822015978163,2.348302991635016,-0.0077519379556179,0.0,0.0,0.0,0.0,129,0.0,0.0077519379556179,-0.0077519379556179,180,180,0.027777777777777776,0.004095238095238095,-2.3877208434903516
7sz3,2950,2952.5,2950,2955,0.0,0.0,0.0,0.0,0.0155038759112358,0.0,354,175,False,3.469822015978163,2.348302991635016,-0.0155038759112358,0.0,0.0,0.0,0.0,129,0.0,0.0155038759112358,-0.0155038759112358,179,179,0.0223463687150838,0.004118116520351157,-2.385301369366939
7t4k,1426,1605.5,1426,1785,0.0126582281664013,0.0666666701436042,0.0,0.0,0.0,0.0,780,378,False,3.154119525515847,1.865373625597234,0.0,0.0316832820119685,0.0126582278481012,0.0256410256410256,0.0666666666666666,79,0.0,0.0,0.0,402,402,0.05970149253731343,0.0005198873358077339,-3.284090761631254
7t4l,1372,1569.0,1372,1766,0.011235955171287,0.0588235296308994,0.0,0.0,0.0,0.0,753,376,False,3.137354111370733,1.8497601889069024,0.0,0.0294546010307573,0.0112359550561797,0.0227272727272727,0.0588235294117647,89,0.0,0.0,0.0,377,377,0.002652519893899204,0.0006278571025452904,-3.202139188488541
7t4n,1702,1745.5,1702,1789,0.0087719298899173,0.0454545468091964,0.0,0.0,0.0,0.0,803,399,False,3.230959555748569,1.930473107905195,0.0,0.0239029519576412,0.0087719298245614,0.0175438596491228,0.0454545454545454,114,0.0,0.0,0.0,404,404,0.012376237623762377,0.0007072135785007072,-3.1504494094608804
7t71,148,151.0,154,148,0.0,0.0,0.0,0.0,0.0,0.0,695,347,False,2.170261715394957,0.9000969779995205,0.0,0.0,0.0,0.0,0.0,63,0.0,0.0,0.0,348,348,0.0028735632183908046,0.0005217132067971777,-3.282568169283873
7t8i,15736,16245.0,15736,16754,0.5952380895614624,1.0,0.8333333134651184,1.0,0.0,0.0,127,63,False,4.1968943469112805,3.297224072184489,0.8333333134651184,0.8032718781495217,0.6190476190476191,0.8095238095238095,0.875,42,0.8333333134651184,0.0,0.8333333134651184,64,64,0.015625,0.010416666666666666,-1.9822712330395684
7t8k,4198,4228.0,4198,4258,0.0497925356030464,0.020833333954215,0.7012448310852051,1.0,0.0,0.0,563,277,False,3.623042434246382,2.4018025497141573,0.7012448310852051,0.0090424238735601,0.0124481327800829,0.0166666666666666,0.0,241,0.7012448310852051,0.0,0.7012448310852051,286,286,0.03146853146853147,0.0030420842695210925,-2.5168287596186234
7t8l,4128,4277.0,4128,4426,0.0213675219565629,0.0217391308397054,0.4529914557933807,1.0,0.0042735044844448,0.0,542,266,False,3.615739688619155,2.403298870303621,0.4487179513089359,0.0090817350013377,0.0128205128205128,0.0085470085470085,0.0,234,0.4529914557933807,0.0042735044844448,0.4487179513089359,276,276,0.036231884057971016,0.003187316116377901,-2.496574861286142
7t8o,380,454.0,528,380,0.1693548262119293,0.4583333432674408,0.5080645084381104,0.9583333134651184,0.1209677383303642,0.0416666679084301,440,219,False,2.57978359661681,1.409561539196751,0.3870967701077461,0.3679543947656198,0.1935483870967742,0.3387096774193548,0.4583333333333333,124,0.5080645084381104,0.1209677383303642,0.3870967701077461,221,221,0.00904977375565611,0.0025620364057108618,-2.591414703362994
7t91,8957,10744.0,12531,8957,0.140625,0.0833333358168602,0.765625,1.0,0.40625,0.0833333358168602,129,62,False,3.952162574214463,3.055966729465336,0.359375,0.0820818341899332,0.140625,0.03125,0.0833333333333333,64,0.765625,0.40625,0.359375,67,67,0.07462686567164178,0.015406836783822821,-1.812286518215193
7tak,2021,2021.0,2021,2021,0.0,0.0,0.328947365283966,0.422222226858139,0.0,0.0,901,450,False,3.305566313515304,1.978960056627632,0.328947365283966,0.0,0.0,0.0,0.0,228,0.328947365283966,0.0,0.328947365283966,451,451,0.0022172949002217295,0.001123429416112343,-2.9494542086528504
7tdq,60,60.0,60,60,0.0246913582086563,0.0,0.8271604776382446,1.0,0.0740740746259689,0.0,166,83,True,1.7781512503836436,0.8186122041956067,0.7530864030122757,0.0,0.0,0.0,0.0,81,0.8271604776382446,0.0740740746259689,0.7530864030122757,83,83,0.0,0.01175787487298592,-1.929671165873498
7til,1005,1122.5,1240,1005,0.0,0.0,0.3764705955982208,1.0,0.0,0.0,739,365,False,3.002166061756508,1.7210196295282705,0.3764705955982208,0.0,0.0,0.0,0.0,85,0.3764705955982208,0.0,0.3764705955982208,374,374,0.02406417112299465,0.0006226650062266501,-3.205745540942662
7tuk,585,585.0,585,585,0.0108695654198527,0.0,0.0108695654198527,0.0,0.0760869532823562,0.1111111119389534,284,142,True,2.7671558660821804,1.691011693890652,-0.0652173878625035,0.0,0.0,0.0,0.0,92,0.0108695654198527,0.0760869532823562,-0.0652173878625035,142,142,0.0,0.004562586788335648,-2.340788861420558
7tul,552,552.0,552,552,0.0344827584922313,0.0909090936183929,0.0344827584922313,0.0,0.0,0.0,278,138,False,2.741939077729199,1.6719995345285807,0.0344827584922313,0.035403404325613,0.0172413793103448,0.0344827586206896,0.0909090909090909,58,0.0344827584922313,0.0,0.0344827584922313,140,140,0.014285714285714285,0.003002070393374741,-2.5225791285165373
7tvm,4298,4298.0,4298,4298,0.0,0.0,0.8983050584793091,1.0,0.0,0.0,446,223,True,3.6332664111554247,2.4591139796313444,0.8983050584793091,0.0,0.0,0.0,0.0,59,0.8983050584793091,0.0,0.8983050584793091,223,223,0.0,0.0011864304530555612,-2.925757714454177
7txe,8544,8544.0,8544,8544,0.0,0.0,0.3191489279270172,0.2340425550937652,0.0,0.0,262,131,True,3.931661239684481,2.873025591856599,0.3191489279270172,0.0,0.0,0.0,0.0,235,0.3191489279270172,0.0,0.3191489279270172,131,131,0.0,0.01369384068527475,-1.8634747290397922
7txm,13783,13908.5,13783,14034,0.259740263223648,0.7333333492279053,0.8701298832893372,1.0,0.1948051899671554,0.0,203,100,False,4.139343756152375,3.139343756152375,0.6753246933221817,0.5679026529082386,0.2987012987012987,0.5,0.9333333333333332,77,0.8701298832893372,0.1948051899671554,0.6753246933221817,103,103,0.02912621359223301,0.007475728155339806,-2.12634649953269
7txn,13723,13734.5,13723,13746,0.2405063360929489,0.8000000715255737,0.8607594966888428,1.0,0.2025316506624221,0.0666666701436042,209,104,False,4.137449063340335,3.128932393690945,0.6582278460264206,0.545292913065038,0.2911392405063291,0.4871794871794871,0.7333333333333333,79,0.8607594966888428,0.2025316506624221,0.6582278460264207,105,105,0.009523809523809525,0.007234432234432235,-2.140595547078277
7txo,12526,12683.5,12841,12526,0.2602739632129669,0.8571429252624512,0.8630136847496033,1.0,0.2465753406286239,0.5,201,100,False,4.097812407365289,3.097812407365289,0.6164383441209793,0.5663600051025036,0.3013698630136986,0.4722222222222222,0.8571428571428571,73,0.8630136847496033,0.2465753406286239,0.6164383441209793,101,101,0.009900990099009901,0.007227722772277228,-2.1409985136621867
7tze,836,867.5,836,899,0.0,0.0,0.1111111119389534,0.4000000059604645,0.0740740746259689,0.0,416,203,False,2.9222062774390163,1.76845825848241,0.0370370373129844,0.0,0.0,0.0,0.0,27,0.1111111119389534,0.0740740746259689,0.037037037312984494,213,213,0.046948356807511735,0.0006244362728092694,-3.2045118771929633
7tzl,7915,7960.5,7915,8006,0.0,0.0,0.0,0.0,0.0,0.0,542,271,False,3.898450919198375,2.681966273761172,0.0,0.0,0.0,0.0,0.0,38,0.0,0.0,0.0,271,271,0.0,0.0005174221483912257,-3.286154985132001
7tzv,3160,3174.0,3188,3160,0.0399999991059303,0.0285714287310838,0.8514285683631897,1.0,0.0,0.0,385,192,False,3.499687082618404,2.3580364682666293,0.8514285683631897,0.0645706929668345,0.0514285714285714,0.0804597701149425,0.0857142857142857,175,0.8514285683631897,0.0,0.8514285683631897,193,193,0.0051813471502590676,0.0047225820379965455,-2.325820489025029
7u02,3160,3174.0,3188,3160,0.0479041934013366,0.0303030312061309,0.85628741979599,1.0,0.0,0.0,385,192,False,3.499687082618404,2.3580364682666293,0.85628741979599,0.0651495283544587,0.0538922155688622,0.072289156626506,0.0606060606060606,167,0.85628741979599,0.0,0.85628741979599,193,193,0.0051813471502590676,0.004506692573402418,-2.3461420665637402
7u2s,7430,7510.5,7591,7430,0.0860215052962303,0.0555555559694767,0.8494623899459839,1.0,0.107526883482933,0.3333333432674408,494,246,False,3.870988813760575,2.675521260208886,0.7419355064630508,0.1466149302325033,0.1397849462365591,0.1304347826086956,0.2222222222222222,93,0.8494623899459839,0.107526883482933,0.7419355064630508,248,248,0.008064516129032258,0.001524390243902439,-2.8169038393756605
7uaw,1565,1565.0,1565,1565,0.0909090861678123,0.1818181872367859,0.8909090757369995,1.0,0.1090909093618393,0.25,250,125,True,3.194514341882467,2.146059335378439,0.7818181663751602,0.0372957566786403,0.0363636363636363,0.0363636363636363,0.0454545454545454,220,0.8909090757369995,0.1090909093618393,0.7818181663751602,125,125,0.0,0.01408,-1.8513973451939065
7ubj,1342,1362.5,1342,1383,0.0,0.0,0.0,0.0,0.0,0.0,290,144,False,3.1277525158329733,2.0485712697853486,0.0,0.0,0.0,0.0,0.0,34,0.0,0.0,0.0,146,146,0.0136986301369863,0.0016171993911719938,-2.7912364308374316
7ubk,1342,1375.5,1342,1409,0.0309278331696987,0.0,0.0206185560673475,0.0,0.0309278350323438,0.0526315793395042,293,146,False,3.1277525158329733,2.0455760879407547,-0.0103092789649963,0.0027737126668684,0.0103092783505154,0.0,0.0,97,0.0206185560673475,0.0309278350323438,-0.0103092789649963,147,147,0.006802721088435374,0.004519616065604324,-2.3448984562663684
7udi,145,258.5,145,372,0.0,0.0,0.4266666769981384,1.0,0.0266666673123836,0.0666666701436042,424,204,False,2.161368002234975,1.0065529185220254,0.4000000096857548,0.0490960598826779,0.0266666666666666,0.0357142857142857,0.0666666666666666,225,0.4266666769981384,0.0266666673123836,0.40000000968575483,220,220,0.07272727272727272,0.005013368983957219,-2.2998703301367427
7uj2,573,574.0,575,573,0.0994764417409896,0.2105263173580169,0.9005235433578491,1.0,0.3036649227142334,0.7894737124443054,315,157,False,2.75815462196739,1.660204795762773,0.5968586206436157,0.1904791341255341,0.094240837696335,0.1578947368421052,0.2105263157894736,191,0.9005235433578491,0.3036649227142334,0.5968586206436157,158,158,0.006329113924050633,0.007699750060469242,-2.113523372115929
7uj3,54,96.5,54,139,0.0201729107648134,0.0289855077862739,0.639769434928894,1.0,0.3573487102985382,0.8405796885490417,439,75,False,1.7323937598229686,0.7948631281271185,0.2824207246303558,0.0342804269289458,0.0201729106628242,0.0173410404624277,0.0289855072463768,347,0.639769434928894,0.3573487102985382,0.28242072463035583,364,364,0.7939560439560439,0.012710622710622711,-1.8958331722498822
7uj4,1432,1440.0,1432,1448,0.0,0.0,0.0,0.0,0.0,0.0,889,442,False,3.1559430179718366,1.8332318832972907,0.0,0.0,0.0,0.0,0.0,24,0.0,0.0,0.0,447,447,0.011185682326621925,0.00012147347323028334,-3.9155185507694226
7ul6,5987,5987.0,5987,5987,0.0199999995529651,0.0,0.0399999991059303,0.0,0.0,0.0,878,439,True,3.777209258145685,2.455976998024624,0.0399999991059303,0.0,0.0,0.0,0.0,100,0.0399999991059303,0.0,0.0399999991059303,439,439,0.0,0.0005188848127604153,-3.2849290404842426
7ula,1072,1233.0,1072,1394,0.0,0.0,0.0,0.0,0.0041152262128889,0.0,746,316,False,3.030194785356751,1.7803512440475493,-0.0041152262128889,0.0,0.0,0.0,0.0,243,0.0,0.0041152262128889,-0.0041152262128889,430,430,0.2651162790697674,0.0017883426552840742,-2.747549264599678
7uln,283,283.0,283,283,0.0,0.0,0.5095541477203369,0.9677419066429138,0.0,0.0,472,236,True,2.45178643552429,1.265330434039237,0.5095541477203369,0.0,0.0,0.0,0.0,157,0.5095541477203369,0.0,0.5095541477203369,236,236,0.0,0.002818873886814134,-2.5499243535309795
7unh,25,25.0,25,25,0.0,0.0,0.8842105269432068,1.0,0.8421052694320679,1.0,491,245,False,1.3979400086720375,0.2033569664897713,0.0421052575111389,0.0,0.0,0.0,0.0,95,0.8842105269432068,0.8421052694320679,0.042105257511138916,246,246,0.0040650406504065045,0.0015762402521984403,-2.802377586179064
7unj,24,24.0,24,24,0.0350877195596694,0.0,0.8947368264198303,1.0,0.8947368264198303,1.0,435,217,False,1.380211241711606,0.2119813747873412,0.0,0.0355958943944678,0.087719298245614,0.0357142857142857,0.0,57,0.8947368264198303,0.8947368264198303,0.0,218,218,0.0045871559633027525,0.0012049211516509534,-2.9190413717806427
