entry_id,cluster,L_min,L_max,L_asym,log_depth_min,interface_density,log_n_true,mint_pak,boltz_msa_pak,boltz_nomsa_pak
7wj6,2,241,244,0.0122950819672131,3.459392487759231,0.0020406775049316,2.0791812460476247,0.0333333333333333,0.2416666597127914,0.0
7wj7,2,242,246,0.016260162601626,3.50365451924296,0.0019989249479271,2.075546961392531,0.042016806722689,0.0,0.0
7wze,2,154,155,0.0064516129032258,3.7038929536325447,0.0078341013824884,2.271841606536499,0.0267379679144385,0.0802139043807983,0.0
7x2p,0,213,215,0.0093023255813953,3.198657086954422,0.0006332569057757,1.462397997898956,0.0344827586206896,0.0,0.0
7x4t,3,292,298,0.0201342281879194,3.407900540142635,0.0003562563206766,1.4913616938342726,0.0,0.0,0.0
7x53,3,406,406,0.0,4.038302172199525,0.0003639981557426,1.7781512503836436,0.05,0.0,0.0
7xca,2,209,211,0.0094786729857819,0.6989700043360189,0.0021542438604049,1.9777236052888478,0.0210526315789473,0.0210526324808597,0.0
7xrb,0,220,220,0.0,3.0831441431430524,0.000495867768595,1.380211241711606,0.0,0.0,0.0
7xt2,3,388,388,0.0,3.89231726072248,0.0018599213518971,2.4471580313422194,0.0,0.0571428574621677,0.0
7xw7,1,227,567,0.599647266313933,3.55339751012388,0.0003962426869915,1.7075701760979363,0.0,0.0,0.0
7xwg,2,72,72,0.0,3.6120417446452695,0.0121527777777777,1.7993405494535817,0.0,0.2539682686328888,0.0158730167895555
7y3w,3,428,428,0.0,3.0863598306747484,0.0002129006900165,1.591064607026499,0.0,0.2307692319154739,0.0
7y5y,0,152,152,0.0,3.2801228963023075,0.0022074099722991,1.7075701760979363,0.0,0.0,0.0588235296308994
7y79,0,188,195,0.0358974358974358,2.5390760987927767,0.0011183851609383,1.6127838567197355,0.0,0.0,0.0
7y8s,3,275,288,0.0451388888888888,3.631849462159818,0.0011742424242424,1.968482948553935,0.0,0.0,0.0
7y8v,3,343,374,0.0828877005347593,1.591064607026499,0.0005222868368126,1.8260748027008264,0.0746268656716417,0.0,0.0
7y8x,3,347,370,0.0621621621621621,1.6127838567197357,0.0005452138016979,1.845098040014257,0.0,0.1571428626775741,0.0142857143655419
7yeo,3,381,382,0.0026178010471204,4.1027766148834415,0.0007214412334583,2.0211892990699383,0.0,0.0,0.0
7yka,0,118,122,0.0327868852459016,3.4423229557455746,0.0027090858571825,1.591064607026499,0.0256410256410256,0.0512820519506931,0.1025641039013862
7yn2,3,346,349,0.0085959885386819,1.146128035678238,0.0015568842440001,2.27415784926368,0.0,0.2872340381145477,0.0159574467688798
7ypd,2,237,243,0.0246913580246913,3.5241363765925686,0.0026566651039224,2.184691430817599,0.0326797385620915,0.0522875823080539,0.0130718955770134
7yr9,0,146,146,0.0,4.182813951257366,0.0010790016888722,1.3617278360175928,0.0,0.0,0.0
7yra,0,146,146,0.0,4.182813951257366,0.0008444361043347,1.255272505103306,0.0,0.0,0.0
7yuj,2,149,150,0.0066666666666666,3.92069713446992,0.0030872483221476,1.8388490907372552,0.0,0.0289855077862739,0.0289855077862739
7yun,0,91,92,0.0108695652173913,2.8609366207000937,0.0008361204013377,0.8450980400142568,0.0,0.0,0.0
7z27,0,162,172,0.0581395348837209,3.322839272686321,0.0016867642836635,1.6720978579357175,0.0212765957446808,0.1489361673593521,0.0212765950709581
7z6n,3,261,275,0.0509090909090909,3.984482306402264,0.000473702542668,1.5314789170422551,0.0,0.0,0.0
7zcg,2,147,159,0.0754716981132075,3.775974331129369,0.0055619732169597,2.113943352306837,0.0384615384615384,0.0,0.1153846159577369
7zch,2,147,159,0.0754716981132075,3.775974331129369,0.0059042484918495,2.1398790864012365,0.0289855072463768,0.0,0.0869565233588218
7zj1,2,82,84,0.0238095238095238,3.877601679729272,0.0074041811846689,1.7075701760979363,0.0784313725490196,0.0196078438311815,0.0
7zlq,2,82,82,0.0,3.89707700320942,0.0075847709696609,1.7075701760979363,0.0980392156862745,0.1372549086809158,0.1568627506494522
7zoo,0,123,124,0.0080645161290322,3.6126779183165016,0.0022292158405455,1.5314789170422551,0.0,0.0,0.0
7zop,0,124,128,0.03125,3.588271706842329,0.0021421370967741,1.5314789170422551,0.0,0.0,0.0
8a2f,2,122,129,0.0542635658914728,2.184691430817599,0.0040030499428135,1.7993405494535817,0.0,0.0158730167895555,0.0634920671582222
8a2g,2,143,146,0.0205479452054794,2.198657086954422,0.0051729092824983,2.03342375548695,0.0,0.0,0.0092592593282461
8a2n,3,290,290,0.0,3.1142772965615864,0.0013555291319857,2.0569048513364727,0.0,0.0614035092294216,0.0087719298899173
8a60,1,62,677,0.9084194977843428,0.8450980400142568,0.0026683184828703,2.0492180226701815,0.0178571428571428,0.1875,0.0714285746216774
8aa9,2,178,178,0.0,3.7845459740545215,0.0019252619618735,1.7853298350107671,0.0655737704918032,0.0,0.0
8aep,3,396,396,0.0,3.714329759745233,0.0006631976328946,2.0170333392987803,0.0,0.1634615361690521,0.0
8ag3,0,161,161,0.0,1.8512583487190752,0.0020060954438486,1.7160033436347992,0.0384615384615384,0.1153846159577369,0.0
8ant,2,79,80,0.0125,1.0791812460476249,0.0223101265822784,2.1492191126553797,0.0921985815602836,0.2978723347187042,0.1347517669200897
8anu,2,66,68,0.0294117647058823,1.0791812460476249,0.0225044563279857,2.0043213737826426,0.0396039603960396,0.0396039597690105,0.0297029707580804
8arf,2,96,97,0.0103092783505154,3.14921911265538,0.0138530927835051,2.110589710299249,0.1860465116279069,0.2015503942966461,0.2015503942966461
8b3s,2,147,240,0.3875,2.824776462475546,0.0020408163265306,1.8573324964312685,0.0,0.0,0.0
8b5s,3,362,363,0.0027548209366391,3.4192947217534604,0.0001750300595102,1.3617278360175928,0.0,0.0,0.0
8b63,3,364,365,0.0027397260273972,3.419625360887743,0.0002032214360981,1.4313637641589874,0.0,0.0,0.0
8b8v,1,32,365,0.9123287671232876,1.919078092376074,0.0068493150684931,1.9030899869919435,0.0125,0.0375000014901161,0.0125000001862645
8bgt,3,319,319,0.0,3.807805532270625,0.0002751545287487,1.4471580313422192,0.0,0.0,0.0
8bpt,0,139,139,0.0,2.717670503002262,0.0015527146628021,1.4771212547196624,0.0,0.0666666701436042,0.0
8brf,2,137,145,0.0551724137931034,1.944482672150169,0.003272086584445,1.8129133566428555,0.0,0.0,0.0
8btn,2,164,173,0.0520231213872832,3.3244882333076564,0.0039475539264063,2.0492180226701815,0.0,0.0,0.0
8bvk,2,214,225,0.0488888888888888,3.876621916034273,0.0018276220145379,1.9444826721501687,0.0227272727272727,0.0568181835114955,0.0
8bzr,0,82,162,0.4938271604938271,2.977266212427293,0.0026347485697079,1.5440680443502757,0.0,0.0285714287310838,0.0
8cbc,3,449,455,0.0131868131868131,3.769820257763592,0.0001909004136175,1.591064607026499,0.0,0.0,0.0
8chu,2,140,143,0.0209790209790209,3.458033192496506,0.003046953046953,1.7853298350107671,0.0491803278688524,0.0,0.0
8cm0,2,114,159,0.2830188679245283,2.2671717284030137,0.0118062451726801,2.330413773349191,0.02803738317757,0.0140186911448836,0.0373831763863563
8cqm,0,221,230,0.0391304347826087,3.002597980719909,0.0004524886877828,1.3617278360175928,0.0,0.0,0.0
8cus,0,135,201,0.3283582089552239,3.99409708958821,0.0013266998341625,1.5563025007672873,0.0,0.0,0.8333333134651184
8cut,0,134,203,0.3399014778325123,3.992376759798803,0.0013601941033747,1.568201724066995,0.0,0.0,0.8648648858070374
8cwz,0,135,203,0.334975369458128,3.991978790994584,0.0014595876664842,1.6020599913279625,0.0,0.0,0.8500000238418579
8czj,3,295,296,0.0033783783783783,3.9769915453061504,0.0006298671552908,1.7403626894942439,0.0181818181818181,0.0,0.0
8dax,2,248,248,0.0,3.5646660642520893,0.0014145421436004,1.9395192526186185,0.0804597701149425,0.0344827584922313,0.0
8dc5,0,217,219,0.0091324200913242,1.863322860120456,0.0003577215243145,1.2304489213782739,0.0,0.0,0.0
8dek,3,440,441,0.0022675736961451,2.8750612633917,0.0003968253968253,1.8864907251724818,0.0,0.0,0.0
8dfx,0,209,216,0.0324074074074074,3.879210605291759,0.000465178096757,1.3222192947339193,0.0,0.0,0.0
8dko,3,384,393,0.0229007633587786,3.9790473269479647,0.0003644508057675,1.7403626894942439,0.0545454545454545,0.1818181872367859,0.0
8dkq,3,381,388,0.018041237113402,3.99947853367931,0.0002435262602483,1.5563025007672873,0.0833333333333333,0.1111111119389534,0.0
8dss,0,63,128,0.5078125,4.203875623277334,0.0032242063492063,1.414973347970818,0.0384615384615384,0.2307692319154739,0.0384615398943424
8du5,3,366,366,0.0,3.803593664771344,0.0002986055122577,1.6020599913279625,0.025,0.0,0.0
8e8t,3,398,408,0.0245098039215686,3.8806421264042847,4.926593753079121e-05,0.9030899869919435,0.0,0.0,0.0
8e90,3,462,462,0.0,3.153204900084284,0.0003373250126496,1.8573324964312685,0.0,0.0,0.0
8ea6,2,121,124,0.0241935483870967,3.932828766900847,0.0043321780858437,1.8129133566428555,0.0615384615384615,0.2615384757518768,0.0
8ea8,2,120,123,0.024390243902439,3.926136571067449,0.0058265582655826,1.9344984512435677,0.0697674418604651,0.2441860437393188,0.0
8eaa,2,120,123,0.024390243902439,3.939319531078238,0.0049457994579945,1.863322860120456,0.0821917808219178,0.2876712381839752,0.0
8edi,0,200,200,0.0,3.809559714635268,0.0008,1.505149978319906,0.0,0.0,0.0
8ek4,2,134,135,0.0074074074074074,0.3010299956639812,0.0049198452183526,1.9493900066449128,0.0112359550561797,0.0,0.0
8er5,0,122,123,0.008130081300813,4.141136090120739,0.0028655204584832,1.6334684555795866,0.0232558139534883,0.0,0.0
8evm,2,235,237,0.0084388185654008,1.380211241711606,0.0025855103689738,2.1583624920952498,0.0347222222222222,0.0277777779847383,0.1319444477558136
8ey4,2,58,86,0.3255813953488372,3.3710678622717363,0.0122293504410585,1.7853298350107671,0.0163934426229508,0.0,0.0163934417068958
8far,0,136,203,0.3300492610837438,3.990915754506085,0.0013764126340191,1.5797835966168101,0.0,0.0,0.8684210777282715
8fet,3,334,334,0.0,3.945025201242463,0.0003854566316468,1.6334684555795866,0.0,0.0,0.0
8feu,3,334,334,0.0,3.945025201242463,0.000412348954785,1.662757831681574,0.0,0.0,0.0
8fev,3,334,334,0.0,3.945025201242463,0.0004033848470723,1.6532125137753437,0.0,0.0,0.0
8few,3,334,334,0.0,3.945025201242463,0.000412348954785,1.662757831681574,0.0,0.0,0.0
8fin,0,173,174,0.0057471264367816,1.146128035678238,0.0023254268819347,1.845098040014257,0.0,0.1714285761117935,0.1857142895460128
8fio,3,335,335,0.0,3.934043719035525,0.0002940521274225,1.5185139398778875,0.0,0.0,0.0
8fiq,1,25,172,0.8546511627906976,0.3010299956639812,0.0160465116279069,1.8388490907372552,0.0,0.0,0.9275362491607666
8fjd,3,297,298,0.0033557046979865,3.5358002908248976,0.0005762321198562,1.7075701760979363,0.0,0.0,0.0
8fje,0,136,136,0.0,0.3010299956639812,0.0029195501730103,1.7323937598229686,0.0925925925925925,0.0370370373129844,0.0185185186564922
8fm6,0,94,102,0.0784313725490196,3.815378484965918,0.0005214851898206,0.6989700043360189,0.0,0.0,0.0
8fvt,0,96,96,0.0,0.3010299956639812,0.0010850694444444,1.0,0.0,0.0,0.0
8g3k,0,136,149,0.087248322147651,3.893595333819883,0.0015791551519936,1.505149978319906,0.03125,0.0,0.15625
8g9k,2,199,201,0.0099502487562189,0.9542425094393248,0.0022500562514062,1.9542425094393248,0.0777777777777777,0.0666666701436042,0.0444444455206394
8gp6,2,261,285,0.0842105263157894,2.0211892990699383,0.0032264569469651,2.380211241711606,0.0083333333333333,0.0,0.0125000001862645
8gpw,3,395,399,0.0100250626566416,4.06329582107352,0.0002728339836934,1.6334684555795866,0.0,0.0,0.0
8gvl,3,285,288,0.0104166666666666,3.765146790108025,0.0001705653021442,1.146128035678238,0.0,0.0,0.0
8gxl,0,119,122,0.0245901639344262,3.260786668654976,0.0024796803967488,1.5563025007672873,0.0277777777777777,0.0,0.0
8gxm,0,119,122,0.0245901639344262,3.260786668654976,0.0024796803967488,1.5563025007672873,0.0277777777777777,0.0,0.0
8gy8,3,375,375,0.0,3.4614985267830187,0.0005475555555555,1.8864907251724818,0.0,0.0,0.0
8gyh,3,417,421,0.009501187648456,4.2564772062416765,0.0012132811565474,2.3283796034387376,0.0375586854460093,0.0938967168331146,0.0093896714970469
8h2d,0,138,140,0.0142857142857142,3.3912880485952974,0.00175983436853,1.5314789170422551,0.0294117647058823,0.0294117648154497,0.0
8h56,2,154,154,0.0,3.292256071356476,0.0060296846011131,2.155336037465062,0.0139860139860139,0.2167832106351852,0.0699300691485405
8h92,0,200,201,0.0049751243781094,2.869231719730976,0.0014179104477611,1.7558748556724915,0.0,0.2807017564773559,0.0
8hav,3,399,399,0.0,4.161487791087453,0.0003391938492848,1.7323937598229686,0.0,0.1851851791143417,0.0
8hdv,2,129,131,0.015267175572519,0.4771212547196624,0.0088170897686253,2.173186268412274,0.0134228187919463,0.0067114094272255,0.0067114094272255
8hgj,1,107,278,0.6151079136690647,3.5631249603380444,0.0005715054124924,1.2304489213782739,0.0,0.0,0.0
8hgv,3,281,284,0.0105633802816901,3.5613399414589013,0.0002004912034484,1.2041199826559248,0.0,0.0,0.0
8hle,3,380,380,0.0,2.6444385894678386,0.0002077562326869,1.4771212547196624,0.0,0.0,0.0
8hn2,0,109,109,0.0,4.000867721531227,0.0018516959851864,1.3424226808222062,0.1818181818181818,0.0,0.0
8hvq,0,230,230,0.0,3.5943925503754266,0.0004158790170132,1.3424226808222062,0.0,0.0,0.0
8hyn,2,157,158,0.0063291139240506,2.2624510897304293,0.0042731597194227,2.0253058652647704,0.1320754716981132,0.0283018872141838,0.1698113232851028
8i6j,1,170,500,0.66,3.71758729685546,0.0042235294117647,2.5550944485783194,0.0,0.0,0.0
8i80,2,278,285,0.0245614035087719,3.4869968884318228,0.0016786570743405,2.123851640967086,0.0,0.0225563906133174,0.0
8i85,3,280,285,0.0175438596491228,3.4869968884318228,0.0014661654135338,2.0681858617461617,0.0,0.0,0.0
8i86,3,280,285,0.0175438596491228,3.4869968884318228,0.0014912280701754,2.075546961392531,0.0,0.0,0.0
8iha,0,116,129,0.1007751937984496,3.416640507338281,0.0015370221865811,1.3617278360175928,0.0,0.0,0.0
8ikr,0,177,194,0.0876288659793814,4.041392685158225,0.0014269905061447,1.6901960800285136,0.0,0.2653061151504516,0.061224490404129
8irz,3,372,378,0.0158730158730158,3.5441921107650325,0.0002346816862945,1.5185139398778875,0.0,0.0,0.0
8is0,3,373,377,0.0106100795755968,3.5289167002776547,0.0002204507150425,1.4913616938342726,0.0,0.0,0.0
8ixw,2,162,168,0.0357142857142857,0.4771212547196624,0.0060626102292768,2.2174839442139063,0.0181818181818181,0.072727270424366,0.0606060624122619
8j2f,3,384,384,0.0,3.467608105583633,0.0006239149305555,1.9637878273455553,0.0,0.0,0.0
8j72,3,275,277,0.0072202166064981,4.223911086872275,0.0001706596652445,1.1139433523068367,0.0,0.0,0.0
8je4,3,289,295,0.0203389830508474,2.2600713879850747,0.0002815084159286,1.380211241711606,0.0,0.0,0.0
8jh0,3,262,265,0.0113207547169811,3.3581252852766488,0.0007489557828028,1.7160033436347992,0.0,0.0,0.0
8jpa,2,130,133,0.0225563909774436,0.4771212547196624,0.0093117408906882,2.2068258760318495,0.0124223602484472,0.0062111802399158,0.0062111802399158
8jqf,3,286,289,0.0103806228373702,3.946992340748373,0.0007985094490284,1.8195439355418688,0.0,0.0606060624122619,0.0
8jqk,3,335,342,0.0204678362573099,3.8649854606597938,0.0001658374792703,1.2787536009528289,0.0,0.0,0.0
8jsk,0,158,158,0.0,3.858296524533885,0.0005608075628905,1.146128035678238,0.0,0.0,0.0
8jtk,1,105,194,0.4587628865979381,2.294466226161593,0.008541973490427,2.2405492482825995,0.0057471264367816,0.0,0.0
8k1d,3,305,305,0.0,3.4622482153549976,0.0006342381080354,1.7708520116421442,0.0,0.1694915294647216,0.0
8k1r,3,406,408,0.0049019607843137,3.8841153620116686,0.0005433207765864,1.9542425094393248,0.0,0.1222222223877906,0.0
8ka6,2,144,148,0.027027027027027,0.4771212547196624,0.0038945195195195,1.919078092376074,0.0,0.0,0.0
8kdz,3,256,256,0.0,3.224014811372864,0.00048828125,1.505149978319906,0.0,0.0,0.0
8kht,3,284,285,0.0035087719298245,3.2830749747354715,0.0004694835680751,1.5797835966168101,0.0,0.0,0.0
8of7,2,119,139,0.1438848920863309,2.0863598306747484,0.0056828486790399,1.9731278535996986,0.0106382978723404,0.1914893686771392,0.6276595592498779
8ofj,0,152,152,0.0,3.9339931638312415,0.0013850415512465,1.505149978319906,0.0,0.0,0.0625
8oro,3,273,273,0.0,3.2079035303860515,0.0002817695125387,1.3222192947339193,0.0,0.0,0.0
8oxg,3,368,369,0.002710027100271,3.811709026696191,0.0003608459997643,1.6901960800285136,0.0,0.0,0.0
8p6m,0,129,131,0.015267175572519,4.150633653746429,0.0018936031717853,1.505149978319906,0.0,0.0,0.0
8pb3,3,310,310,0.0,3.807670301230484,0.0002497398543184,1.380211241711606,0.0,0.0,0.0
8pb8,3,309,311,0.0064308681672025,3.780677274433368,0.0001873068398214,1.255272505103306,0.0,0.0,0.0
8pd4,2,199,199,0.0,3.985336641735613,0.0025756925330168,2.0086001717619175,0.0,0.0,0.0
8pdk,0,137,139,0.014388489208633,3.97639583661188,0.0018904584361707,1.5563025007672873,0.0,0.0,0.0
8pdo,3,351,351,0.0,2.037426497940624,0.0012662234884457,2.1931245983544616,0.0064102564102564,0.0,0.0
8pe0,0,141,141,0.0,3.971600520230059,0.0017101755444897,1.5314789170422551,0.0,0.0,0.0
8pfa,0,137,138,0.0072463768115942,4.004965887106824,0.0017983708875489,1.5314789170422551,0.0,0.0,0.0
8pfd,1,98,187,0.4759358288770053,2.285557309007774,0.0028374986358179,1.7160033436347992,0.0,0.2115384638309478,0.0
8pno,0,199,202,0.0148514851485148,3.8452221064290137,0.0011443355390815,1.662757831681574,0.0,0.0,0.0434782616794109
8po5,0,124,125,0.008,2.7307822756663893,0.0003870967741935,0.7781512503836436,0.0,0.0,0.0
8pqp,0,154,154,0.0,3.250175948083925,0.0020239500758981,1.6812412373755872,0.0,0.0,0.0
8pr6,2,78,79,0.0126582278481012,3.822560336942692,0.0150925024342745,1.968482948553935,0.021505376344086,0.0967741906642913,0.0752688199281692
8puh,0,79,79,0.0,3.15106325335375,0.0062489985579234,1.591064607026499,0.0,0.0256410259753465,0.0
8puj,3,322,322,0.0,3.37675939540488,0.0002314725512133,1.380211241711606,0.0,0.0,0.0
8pz3,3,290,296,0.0202702702702702,3.8105013477665297,0.0015843429636533,2.1335389083702174,0.0,0.2647058963775635,0.0514705888926982
8pzh,0,115,117,0.017094017094017,2.7558748556724915,0.0004459308807134,0.7781512503836436,0.0,0.0,0.0
8pzo,0,122,123,0.008130081300813,2.7466341989375787,0.0004664800746368,0.8450980400142568,0.0,0.0,0.0
8q0t,3,269,277,0.0288808664259927,3.895643504824079,0.0006576033712238,1.6901960800285136,0.0,0.0,0.0
8q1o,0,178,178,0.0,2.146128035678238,0.0002524933720489,0.9030899869919435,0.0,0.0,0.0
8q28,0,235,236,0.0042372881355932,2.4653828514484184,0.0004868373602596,1.4313637641589874,0.0,0.0,0.0
8q29,0,241,242,0.0041322314049586,2.4771212547196626,0.0005658242172764,1.5185139398778875,0.0,0.0303030312061309,0.0
8q8g,3,266,272,0.0220588235294117,3.6755950563867454,0.0004146395400265,1.4771212547196624,0.0,0.0666666701436042,0.0
8q8o,0,138,138,0.0,3.15956719323362,0.0024679689140936,1.6720978579357175,0.0,0.0,0.0
8qcl,3,389,390,0.0025641025641025,4.044618145823885,0.0004020829213631,1.7853298350107671,0.0,0.2459016442298889,0.0
8qef,3,388,390,0.0051282051282051,4.04410838744612,0.000396510705789,1.7781512503836436,0.0,0.0,0.0
8qfq,0,144,153,0.0588235294117647,3.780821175853473,0.0005446623093681,1.0791812460476249,0.0,0.0,0.0
8qlo,3,437,455,0.0395604395604395,3.3960248966085933,0.0013025875726104,2.413299764081252,0.0038610038610038,0.0,0.0
8qpl,3,326,331,0.0151057401812688,4.128657700431415,0.000287287083202,1.4913616938342726,0.0,0.0,0.0967741906642913
8r07,0,100,105,0.0476190476190476,3.4779889762508893,0.0027619047619047,1.462397997898956,0.0,0.0344827584922313,0.0
8r2t,3,410,417,0.0167865707434052,4.087923320925297,0.0002632040708896,1.6532125137753437,0.0,0.0,0.0
8r3f,0,102,103,0.0097087378640776,3.524396122103842,0.0027603274319436,1.462397997898956,0.0,0.0,0.0
8r4z,3,340,341,0.002932551319648,2.710117365111816,9.487666034155598e-05,1.041392685158225,0.0,0.0,0.0
8rb7,0,180,180,0.0,3.185542154854375,0.0008641975308641,1.4471580313422192,0.0,0.0,0.0
8rg5,3,350,354,0.0112994350282485,3.09725730969342,0.0001614205004035,1.3010299956639813,0.0,0.0,0.0
8rhi,3,273,276,0.0108695652173913,4.239599751885042,0.0010882836969793,1.9138138523837167,0.0,0.0,0.0
8rkh,2,219,219,0.0,2.7134905430939424,0.0014595191926773,1.845098040014257,0.0,0.2285714298486709,0.0
8rqj,2,129,131,0.015267175572519,3.625621081424908,0.0044973075329901,1.8808135922807914,0.0,0.0,0.0
8rv3,0,126,126,0.0,1.7993405494535817,0.0034643487024439,1.7403626894942439,0.1454545454545454,0.2727272808551788,0.2545454502105713
8rvc,3,340,340,0.0,2.833784374656479,8.650519031141868e-05,1.0,0.0,0.0,0.0
8rwu,2,91,93,0.021505376344086,1.6989700043360187,0.0077986529599432,1.8195439355418688,0.0454545454545454,0.2575757503509521,0.0757575780153274
8rxo,2,90,104,0.1346153846153846,1.6127838567197357,0.0066239316239316,1.792391689498254,0.0483870967741935,0.0161290317773818,0.0322580635547637
8s0u,3,257,257,0.0,2.6483600109809315,0.000832715105452,1.7403626894942439,0.0,0.0,0.0
8s1j,3,300,302,0.0066225165562913,2.645422269349092,0.0006401766004415,1.7634279935629373,0.0,0.0,0.0689655169844627
8s2f,2,180,181,0.005524861878453,2.3483048630481607,0.0024248004910988,1.8976270912904414,0.0126582278481012,0.0,0.0
8s2p,0,185,189,0.0211640211640211,2.3502480183341627,0.0016874016874016,1.7708520116421442,0.0169491525423728,0.0,0.0
8s4s,0,128,130,0.0153846153846153,2.0791812460476247,0.0022235576923076,1.568201724066995,0.0,0.0,0.0
8s5t,1,93,243,0.6172839506172839,1.6532125137753435,0.0084074516571529,2.278753600952829,0.0157894736842105,0.0,0.0
8s6s,0,173,173,0.0,3.13956426617585,0.0005680109592702,1.2304489213782739,0.0,0.0,0.0
8s71,0,172,174,0.0114942528735632,3.115277591395901,0.0005012028869286,1.1760912590556813,0.0,0.0,0.0
8sbq,2,277,277,0.0,3.60086403630984,0.0050697910829021,2.5899496013257077,0.0128534704370179,0.1156812310218811,0.0745501294732093
8sm0,1,129,400,0.6775,1.2041199826559248,0.0009496124031007,1.6901960800285136,0.0,0.122448980808258,0.0
