entry_id,n_seqs_min,n_seqs_mean,n_seqs_a,n_seqs_b,pak_mint,pak_mint_5,pak_boltz_msa,pak_boltz_msa_5,pak_boltz_nomsa,pak_boltz_nomsa_5,L_total,L_min,is_homo,log_depth_min,log_depth_norm,boltz_msa_gain
7tze,836,867.5,836,899,0.0,0.0,0.1111111119389534,0.4000000059604645,0.07407407462596893,0.0,416,203,False,2.9222062774390163,1.76845825848241,0.03703703731298447
7tzl,7915,7960.5,7915,8006,0.0,0.0,0.0,0.0,0.0,0.0,542,271,False,3.8984509191983747,2.681966273761172,0.0
7tzv,3160,3174.0,3188,3160,0.03999999910593033,0.02857142873108387,0.8514285683631897,1.0,0.0,0.0,385,192,False,3.499687082618404,2.3580364682666293,0.8514285683631897
7u02,3160,3174.0,3188,3160,0.04790419340133667,0.03030303120613098,0.85628741979599,1.0,0.0,0.0,385,192,False,3.499687082618404,2.3580364682666293,0.85628741979599
7u2s,7430,7510.5,7591,7430,0.08602150529623032,0.0555555559694767,0.8494623899459839,1.0,0.10752688348293304,0.3333333432674408,494,246,False,3.870988813760575,2.675521260208886,0.7419355064630508
7uaw,1565,1565.0,1565,1565,0.09090908616781235,0.1818181872367859,0.8909090757369995,1.0,0.1090909093618393,0.25,250,125,True,3.194514341882467,2.146059335378439,0.7818181663751602
7ubj,1342,1362.5,1342,1383,0.0,0.0,0.0,0.0,0.0,0.0,290,144,False,3.1277525158329733,2.0485712697853486,0.0
7ubk,1342,1375.5,1342,1409,0.030927833169698715,0.0,0.020618556067347527,0.0,0.030927835032343864,0.05263157933950424,293,146,False,3.1277525158329733,2.0455760879407547,-0.010309278964996338
7udi,145,258.5,145,372,0.0,0.0,0.4266666769981384,1.0,0.02666666731238365,0.06666667014360428,424,204,False,2.161368002234975,1.0065529185220254,0.4000000096857548
7uj2,573,574.0,575,573,0.09947644174098969,0.21052631735801697,0.9005235433578491,1.0,0.3036649227142334,0.7894737124443054,315,157,False,2.75815462196739,1.660204795762773,0.5968586206436157
7uj3,54,96.5,54,139,0.020172910764813423,0.028985507786273956,0.639769434928894,1.0,0.3573487102985382,0.8405796885490417,439,75,False,1.7323937598229686,0.7948631281271185,0.28242072463035583
7uj4,1432,1440.0,1432,1448,0.0,0.0,0.0,0.0,0.0,0.0,889,442,False,3.1559430179718366,1.8332318832972907,0.0
7ul6,5987,5987.0,5987,5987,0.019999999552965164,0.0,0.03999999910593033,0.0,0.0,0.0,878,439,True,3.777209258145685,2.455976998024624,0.03999999910593033
7ula,1072,1233.0,1072,1394,0.0,0.0,0.0,0.0,0.004115226212888956,0.0,746,316,False,3.030194785356751,1.7803512440475493,-0.004115226212888956
7uln,283,283.0,283,283,0.0,0.0,0.5095541477203369,0.9677419066429138,0.0,0.0,472,236,True,2.45178643552429,1.265330434039237,0.5095541477203369
7unh,25,25.0,25,25,0.0,0.0,0.8842105269432068,1.0,0.8421052694320679,1.0,491,245,False,1.3979400086720377,0.20335696648977133,0.042105257511138916
7unj,24,24.0,24,24,0.035087719559669495,0.0,0.8947368264198303,1.0,0.8947368264198303,1.0,435,217,False,1.380211241711606,0.21198137478734128,0.0
7uql,2676,2678.5,2676,2681,0.1818181872367859,0.5384615659713745,0.939393937587738,1.0,0.8787878751754761,1.0,280,136,False,3.4274861090957853,2.360716654910677,0.06060606241226196
7urg,4175,4175.0,4175,4175,0.0,0.0,0.8297872543334961,1.0,0.0,0.0,802,401,True,3.620656479819621,2.3190842935095297,0.8297872543334961
7urv,446,8465.5,446,16485,0.0,0.0,0.5106382966041565,1.0,0.4680851101875305,1.0,445,218,False,2.649334858712142,1.4801066119098394,0.04255318641662598
7ut0,8660,8709.0,8758,8660,0.0,0.0,0.0,0.0,0.0,0.0,566,282,False,3.937517892017347,2.712393337857666,0.0
7ux6,2408,2423.0,2438,2408,0.31089743971824646,0.5483870506286621,0.9198718070983887,1.0,0.26923078298568726,0.9516128897666931,706,351,False,3.381656482585787,2.109002924352875,0.6506410241127014
7ux7,2335,2371.0,2335,2407,0.30563798546791077,0.5074626803398132,0.9109792113304138,1.0,0.21958456933498383,0.6567164063453674,739,361,False,3.368286884902131,2.089533283949302,0.69139464199543
7ux8,2335,2371.0,2335,2407,0.3111782371997833,0.5151515007019043,0.9123867154121399,1.0,0.2296072542667389,0.6515151262283325,739,361,False,3.368286884902131,2.089533283949302,0.682779461145401
7uxs,2174,2175.0,2176,2174,0.011363636702299118,0.05882352963089943,0.14772726595401764,0.23529411852359772,0.04545454680919647,0.05882352963089943,390,194,False,3.3372595397502756,2.1933586747851628,0.10227271914482117
7vlj,7878,9169.5,10461,7878,0.6374269127845764,0.9411764740943909,0.9181286692619324,1.0,0.17543859779834747,0.29411765933036804,364,34,False,3.896415976473123,3.1306765179519953,0.7426900714635849
7vm0,9236,9446.5,9657,9236,0.0,0.0,0.0,0.0,0.0,0.0,792,386,False,3.9654839242451385,2.6721902719092614,0.0
7voj,2766,2766.0,2766,2766,0.018292682245373726,0.0,0.8841463327407837,1.0,0.012195121496915817,0.03125,800,400,True,3.441852175773292,2.1408221801093106,0.8719512112438679
7vp6,2746,2757.5,2769,2746,0.7207207679748535,1.0,0.9009009003639221,1.0,0.8648648858070374,1.0,91,45,False,3.4387005329007363,2.6120942760130643,0.036036014556884766
7vpf,4538,4538.0,4538,4538,0.02985074557363987,0.07692307978868484,0.89552241563797,1.0,0.1492537260055542,0.07692307978868484,546,273,True,3.6568644915489172,2.438783168028539,0.7462686896324158
7vq3,2806,2806.0,2806,2806,0.03804348036646843,0.0,0.85326087474823,1.0,0.010869565419852734,0.0,800,400,True,3.448087666692341,2.1470576710283598,0.8423913093283772
7vq4,2806,2806.0,2806,2806,0.03999999910593033,0.0,0.845714271068573,1.0,0.011428571306169033,0.02857142873108387,800,400,True,3.448087666692341,2.1470576710283598,0.834285699762404
7vq5,2806,2806.0,2806,2806,0.03723404183983803,0.0,0.8457446694374084,1.0,0.010638297535479069,0.027027027681469917,800,400,True,3.448087666692341,2.1470576710283598,0.8351063719019294
7vq7,3057,3057.0,3057,3057,0.006211180239915848,0.0,0.8695651888847351,1.0,0.012422360479831696,0.03125,778,389,True,3.485295438726089,2.190320638063235,0.8571428284049034
7vqk,6652,6652.0,6652,6652,0.5091742873191833,0.8837209343910217,0.8761467933654785,1.0,0.07339449226856232,0.13953489065170288,386,193,True,3.8229522405474814,2.680173586043595,0.8027523010969162
7vse,16355,16355.0,16355,16355,0.0,0.0,0.13513512909412384,0.0,0.10810811072587967,0.0,310,155,True,4.2136505484610005,3.1184846993758546,0.02702701836824417
7vsi,1004,7193.0,13382,1004,0.0,0.0,0.8571428656578064,1.0,0.0,0.0,616,30,False,3.0017337128090005,2.263173085449169,0.8571428656578064
7vub,1370,1496.0,1370,1622,0.012658228166401386,0.06666667014360428,0.949367105960846,1.0,0.06329113990068436,0.0,298,148,False,3.1367205671564067,2.051589709458928,0.8860759660601616
7vw0,13753,13862.0,13971,13753,0.23076923191547394,0.3571428656578064,0.8601398468017578,1.0,0.7552447319030762,1.0,181,87,False,4.138397442990546,3.168637816681237,0.10489511489868164
7vw1,14146,14157.5,14146,14169,0.2520325183868408,0.4166666865348816,0.8780487775802612,1.0,0.8211382031440735,1.0,177,85,False,4.150633653746429,3.185924190889282,0.056910574436187744
7vw2,14146,14146.0,14146,14146,0.25641027092933655,0.30434784293174744,0.8547008633613586,1.0,0.7863247990608215,1.0,170,85,True,4.150633653746429,3.185924190889282,0.06837606430053711
7vwb,1283,1283.0,1283,1283,0.012658228166401386,0.06666667014360428,0.9113923907279968,1.0,0.0,0.0,300,150,True,3.1082266563749283,2.0201810268470877,0.9113923907279968
7vwk,1913,2011.5,2110,1913,0.0,0.0,0.9076923131942749,1.0,0.0,0.0,500,240,False,3.281714970027296,2.0916093491714927,0.9076923131942749
7vwt,977,1007.0,1037,977,0.0,0.0,0.0,0.0,0.0,0.0,643,317,False,2.989894563718773,1.7393649326098972,0.0
7vxr,80,194.5,309,80,0.032258063554763794,0.0833333358168602,0.8548387289047241,1.0,0.5483871102333069,0.875,187,86,False,1.9030899869919435,0.9358407613701597,0.30645161867141724
7vxt,80,188.0,296,80,0.0317460335791111,0.03999999910593033,0.841269850730896,1.0,0.4444444477558136,0.5600000023841858,182,84,False,1.9030899869919435,0.9409503439610029,0.3968254029750824
7vzo,9033,9033.0,9033,9033,0.0,0.0,0.0,0.0,0.0,0.0,382,191,True,3.9558320102324216,2.815315326608558,0.0
7w0w,8064,8212.5,8064,8361,0.0,0.0,0.7200000286102295,1.0,0.0,0.0,285,131,False,3.90655051910145,2.847914871273568,0.7200000286102295
7w2o,7775,7775.0,7775,7775,0.5789473652839661,0.9333333969116211,0.75,1.0,0.09210526198148727,0.06666667014360428,400,200,True,3.890700397698875,2.7401853998668844,0.6578947380185127
7w2q,8334,8523.0,8334,8712,0.2133333384990692,0.2666666805744171,0.23999999463558197,0.46666666865348816,0.1066666692495346,0.20000000298023224,399,198,False,3.9208534961212593,2.7725209009904934,0.13333332538604736
7w5q,10990,11211.0,11432,10990,0.0,0.0,0.0,0.0,0.0,0.0,231,114,False,4.040997692423491,3.012545266755254,0.0
7w81,383,387.5,383,392,0.0,0.0,0.0,0.0,0.0,0.0,361,180,False,2.583198773968623,1.4555625214169696,0.0
7wej,1407,1413.0,1407,1419,0.03146853297948837,0.07017543911933899,0.7272727489471436,1.0,0.08741258829832077,0.15789473056793213,519,257,False,3.1482940974347455,1.9433275357690984,0.6398601606488228
7wet,17805,17840.0,17805,17875,0.06451612710952759,0.0,0.8548387289047241,1.0,0.04838709533214569,0.0833333358168602,343,171,False,4.250541978010273,3.1340439228141954,0.8064516335725784
7weu,17452,17918.5,17452,18385,0.09677419066429138,0.0,0.8870967626571655,1.0,0.0,0.0,333,166,False,4.2418452043147825,3.131791160294755,0.8870967626571655
7wf9,1434,1496.0,1558,1434,0.05291005223989487,0.10810811072587967,0.0476190485060215,0.054054055362939835,0.021164020523428917,0.0,245,122,False,3.1565491513317814,2.113369235994407,0.026455027982592583
7wgu,6999,7097.0,6999,7195,0.0,0.0,0.0,0.0,0.0,0.0,697,348,False,3.845035993513415,2.5742463715401245,0.0
7wj6,2880,3060.0,2880,3240,0.06666667014360428,0.0416666679084301,0.24166665971279144,0.4583333432674408,0.0,0.0,485,241,False,3.459392487759231,2.268383966471797,0.24166665971279144
7wj7,3189,3200.5,3189,3212,0.06722689419984818,0.0,0.0,0.0,0.0,0.0,488,242,False,3.5036545192429593,2.3117468362527434,0.0
7wju,251,5318.0,10385,251,0.0,0.0,0.7254902124404907,1.0,0.0,0.0,607,200,False,2.399673721481038,1.2491587236490476,0.7254902124404907
7wko,9,86.5,9,164,0.0,0.0,0.33974358439445496,1.0,0.03846153989434242,0.09677419066429138,398,174,False,0.9542425094393249,-0.16603211470197501,0.30128204450011253
7wmv,1020,7114.5,13209,1020,0.0,0.0,0.8333333134651184,1.0,0.0,0.0,636,34,False,3.0086001717619175,2.24286071324079,0.8333333134651184
7wn5,13550,13550.0,13550,13550,0.0,0.0,0.8292682766914368,1.0,0.5121951103210449,1.0,236,118,True,4.131939295210424,3.095998291557362,0.31707316637039185
7wn7,134,134.0,134,134,0.0,0.0,0.9180327653884888,1.0,0.0,0.0,493,246,False,2.1271047983648077,0.931637244813118,0.9180327653884888
7wrm,1407,1423.5,1407,1440,0.17977528274059296,0.1764705926179886,0.9213483333587646,1.0,0.01123595517128706,0.0,285,142,False,3.1482940974347455,2.0721499252432176,0.9101123781874776
7wrs,7449,11711.0,15973,7449,0.0,0.0,0.8777777552604675,1.0,0.011111111380159855,0.0,798,280,False,3.8720979742742268,2.648518958603117,0.8666666438803077
7wsx,7886,7921.5,7957,7886,0.0,0.0,0.8527131676673889,1.0,0.023255813866853714,0.0,806,403,False,3.8968567727372045,2.5942042496666495,0.8294573538005352
7wup,3099,3444.5,3099,3790,0.22510822117328644,0.19565217196941376,0.7575757503509521,0.95652174949646,0.2857142984867096,0.95652174949646,766,381,False,3.491221576239283,2.2007590884014734,0.47186145186424255
7wuy,2372,2372.0,2372,2372,0.2062256783246994,0.45098039507865906,0.8638132214546204,1.0,0.1284046620130539,0.19607843458652496,786,393,True,3.375114684692225,2.0779184095045116,0.7354085594415665
7wvs,2372,2383.5,2395,2372,0.21176472306251526,0.4901961088180542,0.8627451062202454,1.0,0.08627451211214066,0.0,785,392,False,3.375114684692225,2.0784716511819963,0.7764705941081047
7ww0,2372,2372.0,2372,2372,0.2103174775838852,0.4399999976158142,0.8650793433189392,1.0,0.2698412835597992,0.41999998688697815,786,393,True,3.375114684692225,2.0779184095045116,0.59523805975914
7wwo,375,376.0,377,375,0.019801979884505272,0.0,0.7920792102813721,1.0,0.23762376606464386,0.30000001192092896,318,158,False,2.574031267727719,1.4747027242505075,0.5544554442167282
7wzd,7215,7255.0,7295,7215,0.08988764137029648,0.0,0.8651685118675232,1.0,0.0,0.0,684,342,False,3.858236335429513,2.5912232824014456,0.8651685118675232
7wze,5057,5573.5,6090,5057,0.03743315488100052,0.0810810849070549,0.08021390438079834,0.0810810774564743,0.0,0.0,309,154,False,3.7038929536325447,2.610132593214313,0.08021390438079834
7x1x,7790,7790.0,7790,7790,0.05376344174146652,0.0,0.8602150678634644,1.0,0.0,0.0,676,338,True,3.8915374576725643,2.627079107533737,0.8602150678634644
7x2p,1580,1594.5,1609,1580,0.03448275849223137,0.0,0.0,0.0,0.0,0.0,428,213,False,3.1986570869544226,2.0344672852350536,0.0
7x2y,7379,7487.5,7596,7379,0.08695652335882187,0.0,0.9130434989929199,1.0,0.0,0.0,684,342,False,3.867997510344951,2.600984457316884,0.9130434989929199
7x45,203,205.0,203,207,0.05113636702299118,0.08571428805589676,0.8920454382896423,1.0,0.09090909361839294,0.02857142873108387,244,122,False,2.307496037913213,1.2643161225758388,0.8011363446712494
7x4t,2558,2586.5,2615,2558,0.0,0.0,0.0,0.0,0.0,0.0,590,292,False,3.407900540142635,2.175209114418426,0.0
7x53,10922,10922.0,10922,10922,0.01666666753590107,0.0,0.0,0.0,0.0,0.0,812,406,True,4.038302172199525,2.7340391554109273,0.0
7x80,81,83.0,81,85,0.06875000149011612,0.09375,0.543749988079071,1.0,0.07500000298023224,0.21875,290,142,False,1.9084850188786497,0.8323408466871215,0.4687499850988388
7x81,83,83.5,83,84,0.0625,0.1071428656578064,0.5625,1.0,0.0902777761220932,0.2142857164144516,286,141,False,1.919078092376074,0.844468536048384,0.4722222238779068
7xca,5,5.0,5,5,0.010526316240429878,0.0,0.021052632480859756,0.0,0.0,0.0,420,209,False,0.6989700043360189,-0.46110313871950825,0.021052632480859756
7xdu,5141,5150.5,5160,5141,0.16363635659217834,0.27272728085517883,0.9212121367454529,1.0,0.07878787815570831,0.06060606241226196,694,346,False,3.711047603867034,2.4415095544706458,0.8424242585897446
7xf2,22,22.0,22,22,0.01260504312813282,0.021276595070958138,0.36554622650146484,0.8936170339584351,0.021008403971791267,0.0,840,400,False,1.3424226808222062,0.04139268515822507,0.3445378225296736
7xfs,9160,9160.0,9160,9160,0.0,0.0,0.6000000238418579,1.0,0.0,0.0,192,96,True,3.9618954736678504,2.9707598571480665,0.6000000238418579
7xgt,4170,4181.0,4170,4192,0.024390242993831635,0.0,0.8658536672592163,1.0,0.0,0.0,543,268,False,3.6201360549737576,2.406068657959363,0.8658536672592163
7xi6,272,272.0,272,272,0.44262292981147766,0.9166666865348816,0.8606557250022888,1.0,0.6557376980781555,1.0,112,56,True,2.4345689040341987,1.5604748905310986,0.2049180269241333
7xky,8978,10072.5,11167,8978,0.02752293460071087,0.0,0.8440366983413696,1.0,0.12844036519527435,0.190476194024086,464,186,False,3.953179601065634,2.818423128956676,0.7155963331460953
7xl7,256,263.5,256,271,0.1458333432674408,0.3333333432674408,0.9583333134651184,1.0,0.8333333134651184,1.0,107,49,False,2.4082399653118496,1.5631419252975927,0.125
7xmw,245,245.5,246,245,0.021276595070958138,0.1111111119389534,0.8191489577293396,1.0,0.13829787075519562,0.0555555559694767,142,70,False,2.3891660843645326,1.4666170643574041,0.680851086974144
7xq5,418,2969.0,5520,418,0.75,1.0,0.9722222089767456,1.0,0.6388888955116272,1.0,148,73,False,2.621176281775035,1.6895148517148073,0.3333333134651184
7xrb,1211,1211.0,1211,1211,0.0,0.0,0.0,0.0,0.0,0.0,440,220,True,3.0831441431430524,1.911932802731949,0.0
7xro,7673,7837.0,8001,7673,0.19230769574642181,0.4000000059604645,0.9134615659713745,1.0,0.0,0.0,410,203,False,3.8849651982007325,2.731217179244126,0.9134615659713745
